candidate_id,rank,score,reasoning
CAND_0070398,54,0.7749856989167015,7yr machine learning engineer with FAISS/Embeddings/Information Retrieval; evaluation metrics in career history; production deployment at scale; 7 expert-level AI skills. Concerns: 120d notice period.
CAND_0050454,55,0.7745559437163544,7yr ai engineer with FAISS/BM25/LangChain; production deployment evidence; 8 expert-level AI skills; strong recruiter engagement (77%).
CAND_0070525,56,0.7721509780349622,5yr senior software engineer (ml) with Embeddings/Recommendation Systems; production deployment evidence; strong recruiter engagement (93%).
CAND_0049896,57,0.7709941364353331,7yr search engineer with Information Retrieval/Vector Search/Sentence Transformers; evaluation metrics in career history; production deployment evidence; 3 expert-level AI skills.
CAND_0073314,58,0.770890196181567,5yr senior software engineer (ml) with Elasticsearch/Milvus/PyTorch; production deployment evidence; platform-verified 72/100; strong recruiter engagement (84%).
CAND_0090155,59,0.7693307562780948,6yr ml engineer with Pinecone/Milvus; production deployment evidence; platform-verified 80/100; responsive (64% response rate).
CAND_0004402,60,0.7691157053251377,6yr ai research engineer with Sentence Transformers/Learning to Rank/PyTorch; production deployment evidence; strong recruiter engagement (83%).
CAND_0006557,61,0.7690927022223841,8yr nlp engineer with FAISS/Elasticsearch/Information Retrieval; evaluation metrics in career history; production deployment at scale; 7 expert-level AI skills. Concerns: 120d notice period.
CAND_0005311,62,0.7690571589133679,6yr ai research engineer; production deployment evidence; platform-verified 72/100.
CAND_0036184,63,0.7681111130655719,6yr recommendation systems engineer with FAISS/Embeddings/Pinecone; production deployment evidence; 6 expert-level AI skills; strong recruiter engagement (90%).
CAND_0005649,64,0.7672037294329687,7yr senior data scientist with Information Retrieval/RAG/Recommendation Systems; evaluation metrics in career history; production deployment at scale; 6 expert-level AI skills.
CAND_0058688,65,0.7661040967384584,7yr ai engineer with Embeddings/Information Retrieval/Milvus; evaluation metrics in career history; production deployment evidence; 5 expert-level AI skills.
CAND_0078492,66,0.7657274515603952,5yr recommendation systems engineer with FAISS/Elasticsearch/BM25; production deployment evidence; 7 expert-level AI skills; responsive (70% response rate).
CAND_0054394,67,0.7648888918976819,4yr recommendation systems engineer with Embeddings/Pinecone/Machine Learning; evaluation metrics in career history; production deployment evidence; 4 expert-level AI skills.
CAND_0076163,68,0.7648121748059108,7yr nlp engineer with Elasticsearch/BM25/Sentence Transformers; production deployment at scale; 2 expert-level AI skills; platform-verified 74/100.
CAND_0005477,69,0.7643583463297279,6yr ml engineer with Machine Learning; production deployment evidence.
CAND_0081852,70,0.7613793057169348,6yr senior data scientist with Milvus/Vector Search; production deployment evidence; 3 expert-level AI skills.
CAND_0086154,71,0.760760263027949,7yr data scientist with Machine Learning; production deployment evidence; platform-verified 83/100; strong recruiter engagement (90%).
CAND_0042029,72,0.7586123050729368,6yr senior data scientist with Embeddings/Elasticsearch/RAG; evaluation metrics in career history; production deployment at scale; 5 expert-level AI skills.
CAND_0079064,73,0.7585838262207864,5yr senior data scientist with Pinecone/Recommendation Systems; production deployment at scale; 4 expert-level AI skills; strong recruiter engagement (91%). Concerns: 120d notice period.
CAND_0030031,74,0.7578032928769651,6yr ai engineer with Information Retrieval/Milvus/Vector Search; evaluation metrics in career history; production deployment at scale; 5 expert-level AI skills.
CAND_0005509,75,0.7565586784504174,6yr data scientist; production deployment evidence; based in Noida.
CAND_0001729,76,0.7565275671773253,6yr backend engineer with Elasticsearch/PyTorch; evaluation metrics in career history; production deployment evidence; platform-verified 76/100. Concerns: 120d notice period.
CAND_0008425,77,0.7561589157604944,8yr senior nlp engineer with Information Retrieval/Sentence Transformers/Learning to Rank; career documents evaluation metric ownership (NDCG/MRR); production deployment at scale; 7 expert-level AI skills.
CAND_0095528,78,0.7541763131054794,5yr senior data scientist with Elasticsearch/Vector Search/RAG; evaluation metrics in career history; production deployment evidence; 6 expert-level AI skills.
CAND_0043637,79,0.7537774484856165,6yr junior ml engineer with Milvus/Learning to Rank/PyTorch; production deployment evidence; strong recruiter engagement (92%).
CAND_0058575,80,0.7532062687624298,6yr ai engineer with Pinecone/Sentence Transformers/Recommendation Systems; evaluation metrics in career history; production deployment at scale; 5 expert-level AI skills.
CAND_0052195,81,0.7494479378503792,6yr computer vision engineer with Information Retrieval/Sentence Transformers; production deployment evidence; platform-verified 75/100; responsive (69% response rate).
CAND_0055905,82,0.7476908749526712,8yr senior machine learning engineer with Embeddings/Elasticsearch/Information Retrieval; career documents evaluation metric ownership (NDCG/MRR); production deployment at scale; 5 expert-level AI skills.
CAND_0069905,83,0.7471823576052427,7yr applied ml engineer with Sentence Transformers/LangChain/Learning to Rank; evaluation metrics in career history; production deployment evidence; 6 expert-level AI skills.
CAND_0078002,84,0.746665044356478,6yr machine learning engineer with LangChain/TensorFlow; evaluation metrics in career history; production deployment at scale; 3 expert-level AI skills.
CAND_0082086,85,0.7448261109637428,6yr senior software engineer (ml) with FAISS/Pinecone/Milvus; production deployment evidence; strong recruiter engagement (85%).
CAND_0041610,86,0.7439217004984651,7yr recommendation systems engineer with Embeddings/Elasticsearch/BM25; production deployment evidence; 6 expert-level AI skills.
CAND_0077285,87,0.7434130818605432,6yr recommendation systems engineer with FAISS/Embeddings/Information Retrieval; evaluation metrics in career history; production deployment at scale; 5 expert-level AI skills.
CAND_0073007,88,0.7422641095961033,6yr ai specialist with FAISS/Embeddings/Milvus; production deployment evidence; strong recruiter engagement (83%).
CAND_0074225,89,0.7410865456550404,4yr machine learning engineer with Elasticsearch/Milvus/Vector Search; evaluation metrics in career history; production deployment at scale; 6 expert-level AI skills. Concerns: 120d notice period.
CAND_0060054,90,0.7387879247879415,6yr ai engineer with FAISS/Elasticsearch/Recommendation Systems; evaluation metrics in career history; production deployment at scale; 4 expert-level AI skills.
CAND_0009691,91,0.736187415928814,6yr applied ml engineer with FAISS/Pinecone/Sentence Transformers; evaluation metrics in career history; production deployment evidence; 6 expert-level AI skills. Concerns: 120d notice period.
CAND_0009024,92,0.7337147302351371,5yr search engineer with FAISS/Recommendation Systems/Machine Learning; evaluation metrics in career history; production deployment evidence; 4 expert-level AI skills.
CAND_0069638,93,0.7332175497028524,6yr computer vision engineer with Pinecone/PyTorch; production deployment evidence; platform-verified 75/100; responsive (64% response rate).
CAND_0065878,94,0.7322946452983917,8yr senior data scientist with Vector Search/RAG/Recommendation Systems; evaluation metrics in career history; production deployment at scale; 4 expert-level AI skills.
CAND_0017093,95,0.732238020466178,6yr ml engineer with Embeddings/BM25/Learning to Rank; production deployment evidence; responsive (58% response rate).
CAND_0018888,96,0.7320933849599833,6yr ai research engineer with FAISS/Information Retrieval; production deployment evidence; responsive (55% response rate); based in Noida.
CAND_0011432,97,0.7299181857464674,8yr senior data scientist with Elasticsearch/Machine Learning; evaluation metrics in career history; production deployment at scale; responsive (67% response rate).
CAND_0065195,98,0.7296303148737312,5yr search engineer with Elasticsearch/Learning to Rank; production deployment evidence; 4 expert-level AI skills; strong recruiter engagement (80%).
CAND_0005538,99,0.7292172708779624,6yr senior ai engineer with PyTorch; evaluation metrics in career history; production deployment at scale; 2 expert-level AI skills.
CAND_0040117,100,0.7270930271045454,6yr recommendation systems engineer with FAISS/Embeddings/BM25; evaluation metrics in career history; production deployment evidence; 7 expert-level AI skills.
